"Date","Price","Open","High","Low","Vol.","Change %"
"10/06/2021","27,410.0","27,800.0","28,290.0","27,180.0","103.69K","-1.19%"
"10/05/2021","27,740.0","28,220.0","28,400.0","27,450.0","109.93K","-1.74%"
"10/04/2021","28,230.0","28,830.0","29,140.0","28,230.0","90.55K","-2.05%"
"10/01/2021","28,820.0","29,660.0","29,740.0","28,680.0","97.18K","-2.17%"
"09/30/2021","29,460.0","29,680.0","29,850.0","29,300.0","67.98K","-0.54%"
"09/29/2021","29,620.0","29,760.0","29,850.0","29,330.0","86.64K","-1.00%"
"09/28/2021","29,920.0","30,050.0","30,100.0","29,830.0","41.23K","-0.53%"
"09/27/2021","30,080.0","30,030.0","30,230.0","29,880.0","40.14K","-0.23%"
"09/24/2021","30,150.0","29,650.0","30,150.0","29,540.0","50.33K","0.32%"
"09/23/2021","30,055.0","29,885.0","30,167.5","29,858.0","","1.81%"
"09/22/2021","29,520.0","29,810.0","30,020.0","29,390.0","61.49K","-0.81%"
"09/21/2021","29,760.0","29,630.0","29,870.0","29,600.0","37.92K","0.17%"
"09/20/2021","29,710.0","30,163.0","30,195.0","29,252.5","","-1.48%"
"09/19/2021","30,155.0","30,097.5","30,158.0","30,032.5","","-0.64%"
"09/17/2021","30,350.0","30,230.0","30,360.0","30,110.0","36.81K","0.50%"
"09/16/2021","30,200.0","30,380.0","30,460.0","30,020.0","48.70K","-0.49%"
"09/15/2021","30,350.0","30,350.0","30,400.0","30,100.0","49.86K","-0.16%"
"09/14/2021","30,400.0","30,420.0","30,620.0","30,230.0","62.09K","0.23%"
"09/13/2021","30,330.0","30,220.0","30,350.0","29,910.0","50.47K","0.56%"
"09/10/2021","30,160.0","29,810.0","30,220.0","29,730.0","64.64K","0.57%"
"09/09/2021","29,990.0","29,920.0","30,260.0","29,900.0","50.94K","-0.46%"
"09/08/2021","30,130.0","29,910.0","30,250.0","29,590.0","86.03K","0.77%"
"09/07/2021","29,900.0","29,920.0","30,200.0","29,830.0","109.05K","0.50%"
"09/06/2021","29,750.0","29,120.0","29,770.0","29,110.0","98.63K","2.02%"
"09/03/2021","29,160.0","28,550.0","29,190.0","28,520.0","73.03K","2.42%"
